TicketNumber,Latitude,Longitude,Zip,ClassificationType,Date,Time,Hour,CensusTract_2010,CensusBlock_2010,CountyName_2010,GEOID_2010,CensusTract_2010_ID,CensusTract_2010_NAME,CensusBlock_2010_ID,CensusBlock_2010_NAME
WL20000538,41.04417,-73.86513,10533,P,01/13/2020,12:02 PM,12 PM,113,5001,Westchester County,361190113005001,11300,Census Tract 113,5001,Block 5001
WL20000544,40.99869,-73.75639,10605,M,01/13/2020,01:02 PM,01 PM,97.01,3000,Westchester County,361190097013000,9701,Census Tract 97.01,3000,Block 3000
WL20000546,41.04647,-73.79491,10603,M,01/13/2020,01:38 PM,01 PM,109.03,1000,Westchester County,361190109031000,10903,Census Tract 109.03,1000,Block 1000
WL20000549,40.93849,-73.82794,10708,P,01/13/2020,01:49 PM,01 PM,47,2046,Westchester County,361190047002046,4700,Census Tract 47,2046,Block 2046
WL20000550,41.05926,-73.86157,10591,M,01/13/2020,02:04 PM,02 PM,114,1017,Westchester County,361190114001017,11400,Census Tract 114,1017,Block 1017
WL20000551,41.01866,-73.67935,10573,M,01/13/2020,02:10 PM,02 PM,83.01,2003,Westchester County,361190083012003,8301,Census Tract 83.01,2003,Block 2003
WL20000553,40.98446,-73.68062,10580,M,01/13/2020,02:13 PM,02 PM,77,1017,Westchester County,361190077001017,7700,Census Tract 77,1017,Block 1017
WL20000556,40.93345,-73.88874,10701,P,01/13/2020,02:31 PM,02 PM,11.01,1003,Westchester County,361190011011003,1101,Census Tract 11.01,1003,Block 1003
WL20000561,40.98019,-73.79729,10583,M,01/13/2020,03:25 PM,03 PM,101,2009,Westchester County,361190101002009,10100,Census Tract 101,2009,Block 2009
WL20000569,40.93167,-73.80663,10708,M,01/13/2020,05:06 PM,05 PM,52,1010,Westchester County,361190052001010,5200,Census Tract 52,1010,Block 1010
XL20000625,40.84369,-73.84733,10461,P,01/13/2020,01:53 PM,01 PM,256,2001,Bronx County,360050256002001,25600,Census Tract 256,2001,Block 2001
XL20000680,40.83163,-73.90051,10456,M,01/13/2020,06:55 PM,06 PM,149,2001,Bronx County,360050149002001,14900,Census Tract 149,2001,Block 2001
ML20000597,40.74197,-73.98087,10016,M,01/13/2020,09:49 AM,09 AM,68,6000,New York County,360610068006000,6800,Census Tract 68,6000,Block 6000
ML20000600,40.72266,-73.9768,10009,P,01/13/2020,09:56 AM,09 AM,26.02,1002,New York County,360610026021002,2602,Census Tract 26.02,1002,Block 1002
WL20000601,41.00653,-73.66313,10573,M,01/14/2020,01:19 PM,01 PM,80,1002,Westchester County,361190080001002,8000,Census Tract 80,1002,Block 1002
ML20000662,40.71599,-73.9867,10002,M,01/14/2020,10:00 AM,10 AM,14.02,2006,New York County,360610014022006,1402,Census Tract 14.02,2006,Block 2006
ML20000671,40.77912,-73.97481,10023,P,01/14/2020,11:20 AM,11 AM,161,2000,New York County,360610161002000,16100,Census Tract 161,2000,Block 2000
ML20000672,40.73559,-74.00305,10014,P,01/14/2020,11:27 AM,11 AM,73,6000,New York County,360610073006000,7300,Census Tract 73,6000,Block 6000
ML20000686,40.75118,-73.989,10001,P,01/14/2020,01:52 PM,01 PM,109,1007,New York County,360610109001007,10900,Census Tract 109,1007,Block 1007
ML20000699,40.73057,-74.00679,10014,P,01/14/2020,05:06 PM,05 PM,67,4004,New York County,360610067004004,6700,Census Tract 67,4004,Block 4004
ML20000710,40.8013,-73.95955,10026,P,01/14/2020,08:35 PM,08 PM,197.01,1000,New York County,360610197011000,19701,Census Tract 197.01,1000,Block 1000
ML20000712,40.80147,-73.96046,10025,P,01/14/2020,08:47 PM,08 PM,193,4000,New York County,360610193004000,19300,Census Tract 193,4000,Block 4000
QL20000433,40.75853,-73.94157,11101,M,01/14/2020,09:02 AM,09 AM,85,1008,Queens County,360810085001008,8500,Census Tract 85,1008,Block 1008
QL20000444,40.76564,-73.93915,11106,P,01/14/2020,11:21 AM,11 AM,39,1000,Queens County,360810039001000,3900,Census Tract 39,1000,Block 1000
QL20000453,40.72741,-73.82448,11367,M,01/14/2020,12:55 PM,12 PM,779.02,1003,Queens County,360810779021003,77902,Census Tract 779.02,1003,Block 1003
QL20000459,40.76686,-73.93742,11106,P,01/14/2020,01:11 PM,01 PM,45,1001,Queens County,360810045001001,4500,Census Tract 45,1001,Block 1001
QL20000467,40.73506,-73.79752,11365,P,01/14/2020,04:34 PM,04 PM,1223,2003,Queens County,360811223002003,122300,Census Tract 1223,2003,Block 2003
WL20000581,40.95903,-73.83339,10710,P,01/14/2020,08:13 AM,08 AM,21.04,1003,Westchester County,361190021041003,2104,Census Tract 21.04,1003,Block 1003
WL20000583,40.99628,-73.80183,10583,M,01/14/2020,08:41 AM,08 AM,100,4017,Westchester County,361190100004017,10000,Census Tract 100,4017,Block 4017
WL20000588,40.93297,-73.77656,10804,M,01/14/2020,10:55 AM,10 AM,67,2023,Westchester County,361190067002023,6700,Census Tract 67,2023,Block 2023
WL20000589,41.003,-73.66652,10573,P,01/14/2020,10:55 AM,10 AM,80,3006,Westchester County,361190080003006,8000,Census Tract 80,3006,Block 3006
WL20000590,40.9273,-73.84894,10704,P,01/14/2020,10:58 AM,10 AM,24.02,1000,Westchester County,361190024021000,2402,Census Tract 24.02,1000,Block 1000
WL20000591,40.98687,-73.82194,10583,P,01/14/2020,11:20 AM,11 AM,107.02,2020,Westchester County,361190107022020,10702,Census Tract 107.02,2020,Block 2020
WL20000592,41.04281,-73.79075,10607,M,01/14/2020,11:42 AM,11 AM,109.02,3008,Westchester County,361190109023008,10902,Census Tract 109.02,3008,Block 3008
WL20000595,41.01097,-73.78948,10583,M,01/14/2020,12:43 PM,12 PM,100,3003,Westchester County,361190100003003,10000,Census Tract 100,3003,Block 3003
WL20000596,41.28862,-73.91095,10566,M,01/14/2020,12:44 PM,12 PM,145,2002,Westchester County,361190145002002,14500,Census Tract 145,2002,Block 2002
WL20000598,41.07224,-73.77743,10595,M,01/14/2020,12:53 PM,12 PM,119.02,3004,Westchester County,361190119023004,11902,Census Tract 119.02,3004,Block 3004
WL20000603,40.93678,-73.77023,10804,M,01/14/2020,01:52 PM,01 PM,67,2015,Westchester County,361190067002015,6700,Census Tract 67,2015,Block 2015
WL20000606,40.95617,-73.80791,10709,M,01/14/2020,02:40 PM,02 PM,51,3013,Westchester County,361190051003013,5100,Census Tract 51,3013,Block 3013
WL20000611,40.90209,-73.80933,10803,M,01/14/2020,04:20 PM,04 PM,54,2029,Westchester County,361190054002029,5400,Census Tract 54,2029,Block 2029
XL20000701,40.8466,-73.91474,10453,P,01/14/2020,09:00 AM,09 AM,217,4000,Bronx County,360050217004000,21700,Census Tract 217,4000,Block 4000
XL20000708,40.89098,-73.83109,10466,M,01/14/2020,10:12 AM,10 AM,456,2003,Bronx County,360050456002003,45600,Census Tract 456,2003,Block 2003
XL20000709,40.81186,-73.88796,10474,P,01/14/2020,10:17 AM,10 AM,93,6005,Bronx County,360050093006005,9300,Census Tract 93,6005,Block 6005
XL20000711,40.85479,-73.86104,10462,P,01/14/2020,10:47 AM,10 AM,248,2002,Bronx County,360050248002002,24800,Census Tract 248,2002,Block 2002
WL20000639,41.02025,-73.72973,10605,M,01/15/2020,12:37 PM,12 PM,97.02,2023,Westchester County,361190097022023,9702,Census Tract 97.02,2023,Block 2023
ML20000727,40.75787,-73.9756,10022,P,01/15/2020,07:35 AM,07 AM,102,1011,New York County,360610102001011,10200,Census Tract 102,1011,Block 1011
ML20000735,40.77627,-73.98012,10023,P,01/15/2020,09:51 AM,09 AM,157,8000,New York County,360610157008000,15700,Census Tract 157,8000,Block 8000
ML20000745,40.7238,-73.98564,10009,M,01/15/2020,11:42 AM,11 AM,32,4000,New York County,360610032004000,3200,Census Tract 32,4000,Block 4000
ML20000790,40.74119,-73.97709,10016,P,01/15/2020,09:26 PM,09 PM,70,3000,New York County,360610070003000,7000,Census Tract 70,3000,Block 3000
QL20000479,40.74145,-73.82922,11367,P,01/15/2020,08:41 AM,08 AM,803.02,1010,Queens County,360810803021010,80302,Census Tract 803.02,1010,Block 1010
QL20000483,40.78385,-73.79273,11360,P,01/15/2020,09:57 AM,09 AM,997.01,1010,Queens County,360810997011010,99701,Census Tract 997.01,1010,Block 1010
QL20000488,40.76481,-73.91095,11103,P,01/15/2020,10:22 AM,10 AM,143,1000,Queens County,360810143001000,14300,Census Tract 143,1000,Block 1000
QL20000491,40.77273,-73.7507,11363,M,01/15/2020,10:35 AM,10 AM,1483,4015,Queens County,360811483004015,148300,Census Tract 1483,4015,Block 4015
QL20000495,40.77385,-73.89951,11105,P,01/15/2020,11:29 AM,11 AM,123.01,2008,Queens County,360810123012008,12301,Census Tract 123.01,2008,Block 2008
QL20000505,40.7751,-73.90864,11105,P,01/15/2020,01:26 PM,01 PM,113,2001,Queens County,360810113002001,11300,Census Tract 113,2001,Block 2001
QL20000523,40.75484,-73.93227,11101,M,01/15/2020,05:37 PM,05 PM,51,2004,Queens County,360810051002004,5100,Census Tract 51,2004,Block 2004
WL20000627,41.21007,-73.89581,10520,P,01/15/2020,09:17 AM,09 AM,139,4035,Westchester County,361190139004035,13900,Census Tract 139,4035,Block 4035
WL20000628,40.90648,-73.87649,10704,P,01/15/2020,09:18 AM,09 AM,15.03,2002,Westchester County,361190015032002,1503,Census Tract 15.03,2002,Block 2002
WL20000629,40.97447,-73.77298,10583,M,01/15/2020,09:20 AM,09 AM,98,4010,Westchester County,361190098004010,9800,Census Tract 98,4010,Block 4010
WL20000631,41.32705,-73.78889,10598,M,01/15/2020,10:50 AM,10 AM,148.11,2005,Westchester County,361190148112005,14811,Census Tract 148.11,2005,Block 2005
WL20000640,40.99884,-73.68457,10573,M,01/15/2020,12:56 PM,12 PM,83.01,1012,Westchester County,361190083011012,8301,Census Tract 83.01,1012,Block 1012
WL20000641,41.20966,-73.89543,10520,M,01/15/2020,01:05 PM,01 PM,139,3001,Westchester County,361190139003001,13900,Census Tract 139,3001,Block 3001
WL20000642,40.96344,-73.77793,10804,M,01/15/2020,01:07 PM,01 PM,68.02,2015,Westchester County,361190068022015,6802,Census Tract 68.02,2015,Block 2015
WL20000644,40.95148,-73.73675,10543,P,01/15/2020,01:25 PM,01 PM,72,1006,Westchester County,361190072001006,7200,Census Tract 72,1006,Block 1006
WL20000648,41.01699,-73.68627,10573,M,01/15/2020,02:07 PM,02 PM,83.02,4005,Westchester County,361190083024005,8302,Census Tract 83.02,4005,Block 4005
WL20000649,40.98704,-73.82015,10583,M,01/15/2020,02:11 PM,02 PM,107.02,2028,Westchester County,361190107022028,10702,Census Tract 107.02,2028,Block 2028
WL20000650,40.99448,-73.77389,10583,M,01/15/2020,02:16 PM,02 PM,99,2001,Westchester County,361190099002001,9900,Census Tract 99,2001,Block 2001
WL20000659,40.89964,-73.77505,10805,M,01/15/2020,03:58 PM,03 PM,59.02,3002,Westchester County,361190059023002,5902,Census Tract 59.02,3002,Block 3002
WL20000660,41.072,-73.85112,10591,M,01/15/2020,04:04 PM,04 PM,114,4009,Westchester County,361190114004009,11400,Census Tract 114,4009,Block 4009
WL20000662,40.94828,-73.69188,10580,P,01/15/2020,04:20 PM,04 PM,76,2021,Westchester County,361190076002021,7600,Census Tract 76,2021,Block 2021
WL20000664,40.99448,-73.77389,10583,M,01/15/2020,04:45 PM,04 PM,99,2001,Westchester County,361190099002001,9900,Census Tract 99,2001,Block 2001
WL20000665,41.01612,-73.83939,10502,P,01/15/2020,04:55 PM,04 PM,106,1020,Westchester County,361190106001020,10600,Census Tract 106,1020,Block 1020
WL20000668,40.94948,-73.8197,10707,P,01/15/2020,05:48 PM,05 PM,51,4003,Westchester County,361190051004003,5100,Census Tract 51,4003,Block 4003
WL20000673,41.00466,-73.83922,10502,P,01/15/2020,06:39 PM,06 PM,106,3036,Westchester County,361190106003036,10600,Census Tract 106,3036,Block 3036
WL20000680,41.00645,-73.87315,10522,P,01/15/2020,09:11 PM,09 PM,105,5014,Westchester County,361190105005014,10500,Census Tract 105,5014,Block 5014
WL20000683,40.96796,-73.7849,10804,M,01/15/2020,10:00 PM,10 PM,68.01,3024,Westchester County,361190068013024,6801,Census Tract 68.01,3024,Block 3024
XL20000779,40.84379,-73.86823,10460,P,01/15/2020,01:22 PM,01 PM,240,2000,Bronx County,360050240002000,24000,Census Tract 240,2000,Block 2000
XL20000787,40.84491,-73.86764,10462,P,01/15/2020,02:50 PM,02 PM,236,1001,Bronx County,360050236001001,23600,Census Tract 236,1001,Block 1001
ML20000808,40.72595,-73.98331,10009,M,01/16/2020,08:31 AM,08 AM,32,7002,New York County,360610032007002,3200,Census Tract 32,7002,Block 7002
QL20000534,40.75499,-73.93215,11101,P,01/16/2020,07:25 AM,07 AM,51,2004,Queens County,360810051002004,5100,Census Tract 51,2004,Block 2004
QL20000535,40.73309,-73.76275,11364,P,01/16/2020,07:42 AM,07 AM,1291.03,3009,Queens County,360811291033009,129103,Census Tract 1291.03,3009,Block 3009
QL20000556,40.73042,-73.71305,11426,M,01/16/2020,01:22 PM,01 PM,1617,3002,Queens County,360811617003002,161700,Census Tract 1617,3002,Block 3002
QL20000560,40.73105,-73.78279,11366,M,01/16/2020,01:54 PM,01 PM,1333,3002,Queens County,360811333003002,133300,Census Tract 1333,3002,Block 3002
WL20000697,40.97806,-73.80818,10583,M,01/16/2020,09:16 AM,09 AM,50.02,2000,Westchester County,361190050022000,5002,Census Tract 50.02,2000,Block 2000
WL20000698,41.21058,-73.8822,10520,P,01/16/2020,09:29 AM,09 AM,139,2000,Westchester County,361190139002000,13900,Census Tract 139,2000,Block 2000
WL20000708,40.95943,-73.83322,10710,M,01/16/2020,11:11 AM,11 AM,21.04,1003,Westchester County,361190021041003,2104,Census Tract 21.04,1003,Block 1003
WL20000714,40.99557,-73.78908,10583,M,01/16/2020,12:58 PM,12 PM,99,3004,Westchester County,361190099003004,9900,Census Tract 99,3004,Block 3004
WL20000721,41.21434,-73.89859,10520,P,01/16/2020,02:23 PM,02 PM,139,3000,Westchester County,361190139003000,13900,Census Tract 139,3000,Block 3000
WL20000733,40.97367,-73.7155,10528,P,01/16/2020,06:44 PM,06 PM,84.03,2015,Westchester County,361190084032015,8403,Census Tract 84.03,2015,Block 2015
XL20000862,40.82,-73.916,10455,P,01/16/2020,04:40 PM,04 PM,67,6000,Bronx County,360050067006000,6700,Census Tract 67,6000,Block 6000
XL20000880,40.83723,-73.88807,10460,M,01/17/2020,01:17 AM,01 AM,155,1000,Bronx County,360050155001000,15500,Census Tract 155,1000,Block 1000
ML20000889,40.75472,-73.97591,10017,M,01/17/2020,04:10 PM,04 PM,92,1005,New York County,360610092001005,9200,Census Tract 92,1005,Block 1005
QL20000574,40.69283,-73.79516,11433,P,01/17/2020,05:35 AM,05 AM,260,2002,Queens County,360810260002002,26000,Census Tract 260,2002,Block 2002
QL20000579,40.72639,-73.71891,11426,P,01/17/2020,09:58 AM,09 AM,1617,4009,Queens County,360811617004009,161700,Census Tract 1617,4009,Block 4009
QL20000584,40.77715,-73.89785,11105,P,01/17/2020,11:13 AM,11 AM,123.01,2004,Queens County,360810123012004,12301,Census Tract 123.01,2004,Block 2004
QL20000589,40.77381,-73.89957,11105,P,01/17/2020,11:49 AM,11 AM,123.01,2008,Queens County,360810123012008,12301,Census Tract 123.01,2008,Block 2008
QL20000606,40.75158,-73.71459,11004,P,01/17/2020,04:03 PM,04 PM,1551.02,6000,Queens County,360811551026000,155102,Census Tract 1551.02,6000,Block 6000
QL20000611,40.7223,-73.81034,11367,P,01/17/2020,06:07 PM,06 PM,779.04,1003,Queens County,360810779041003,77904,Census Tract 779.04,1003,Block 1003
WL20000747,41.06257,-73.79985,10523,M,01/17/2020,11:29 AM,11 AM,110,1025,Westchester County,361190110001025,11000,Census Tract 110,1025,Block 1025
WL20000748,40.96647,-73.73571,10543,M,01/17/2020,11:48 AM,11 AM,73,2022,Westchester County,361190073002022,7300,Census Tract 73,2022,Block 2022
WL20000752,40.97542,-73.77712,10583,M,01/17/2020,12:57 PM,12 PM,68.01,2001,Westchester County,361190068012001,6801,Census Tract 68.01,2001,Block 2001
WL20000753,40.99355,-73.71708,10528,M,01/17/2020,01:32 PM,01 PM,85,1008,Westchester County,361190085001008,8500,Census Tract 85,1008,Block 1008
WL20000759,41.05955,-73.85329,10591,M,01/17/2020,06:05 PM,06 PM,114,1001,Westchester County,361190114001001,11400,Census Tract 114,1001,Block 1001
WL20000768,40.98109,-73.81257,10583,P,01/18/2020,12:54 AM,12 AM,49,1004,Westchester County,361190049001004,4900,Census Tract 49,1004,Block 1004
XL20000887,40.81643,-73.91178,10455,P,01/17/2020,11:06 AM,11 AM,71,2006,Bronx County,360050071002006,7100,Census Tract 71,2006,Block 2006
ML20000921,40.78844,-73.94906,10029,M,01/18/2020,08:52 AM,08 AM,166,6000,New York County,360610166006000,16600,Census Tract 166,6000,Block 6000
ML20000926,40.74754,-73.98836,10001,M,01/18/2020,09:46 AM,09 AM,76,2001,New York County,360610076002001,7600,Census Tract 76,2001,Block 2001
ML20000950,40.78744,-73.98047,10024,P,01/18/2020,05:08 PM,05 PM,171,5000,New York County,360610171005000,17100,Census Tract 171,5000,Block 5000
QL20000622,40.75207,-73.70254,11040,M,01/18/2020,09:48 AM,09 AM,1551.02,3017,Queens County,360811551023017,155102,Census Tract 1551.02,3017,Block 3017
QL20000625,40.74618,-73.70271,11040,P,01/18/2020,10:08 AM,10 AM,1579.01,2001,Queens County,360811579012001,157901,Census Tract 1579.01,2001,Block 2001
QL20000628,40.74569,-73.98447,10016,M,01/18/2020,10:53 AM,10 AM,74,3001,New York County,360610074003001,7400,Census Tract 74,3001,Block 3001
QL20000630,40.71923,-73.79351,11432,M,01/18/2020,11:18 AM,11 AM,1267,1009,Queens County,360811267001009,126700,Census Tract 1267,1009,Block 1009
QL20000631,40.71913,-73.82339,11367,M,01/18/2020,11:42 AM,11 AM,779.03,3003,Queens County,360810779033003,77903,Census Tract 779.03,3003,Block 3003
QL20000634,40.75925,-73.79199,11358,P,01/18/2020,02:36 PM,02 PM,1175,4006,Queens County,360811175004006,117500,Census Tract 1175,4006,Block 4006
WL20000772,40.91631,-73.84677,10550,P,01/18/2020,08:37 AM,08 AM,37,3007,Westchester County,361190037003007,3700,Census Tract 37,3007,Block 3007
WL20000797,40.91879,-73.81687,10552,P,01/18/2020,02:28 PM,02 PM,43,2003,Westchester County,361190043002003,4300,Census Tract 43,2003,Block 2003
WL20000802,40.91224,-73.88881,10705,P,01/18/2020,10:08 PM,10 PM,13.02,3002,Westchester County,361190013023002,1302,Census Tract 13.02,3002,Block 3002
XL20000925,40.84653,-73.78992,10464,M,01/18/2020,10:31 AM,10 AM,516,2006,Bronx County,360050516002006,51600,Census Tract 516,2006,Block 2006
XL20000931,40.84784,-73.78431,10464,P,01/18/2020,11:57 AM,11 AM,516,3003,Bronx County,360050516003003,51600,Census Tract 516,3003,Block 3003
ML20000967,40.72233,-73.98624,10002,M,01/19/2020,04:06 AM,04 AM,30.02,2003,New York County,360610030022003,3002,Census Tract 30.02,2003,Block 2003
ML20000994,40.83122,-73.94806,10031,M,01/19/2020,06:26 PM,06 PM,237,3005,New York County,360610237003005,23700,Census Tract 237,3005,Block 3005
ML20000998,40.76813,-73.96809,10065,P,01/19/2020,07:21 PM,07 PM,122,1003,New York County,360610122001003,12200,Census Tract 122,1003,Block 1003
QL20000644,40.71608,-73.81383,11435,P,01/19/2020,09:37 AM,09 AM,779.05,1010,Queens County,360810779051010,77905,Census Tract 779.05,1010,Block 1010
WL20000812,41.18726,-73.73085,10549,M,01/19/2020,01:52 PM,01 PM,130,2027,Westchester County,361190130002027,13000,Census Tract 130,2027,Block 2027
QL20000685,40.7397,-73.70522,11004,M,01/20/2020,04:14 PM,04 PM,1579.01,5005,Queens County,360811579015005,157901,Census Tract 1579.01,5005,Block 5005
QL20000689,40.6892,-73.78178,11434,M,01/20/2020,05:27 PM,05 PM,280,1005,Queens County,360810280001005,28000,Census Tract 280,1005,Block 1005
QL20000691,40.72968,-73.82192,11367,P,01/20/2020,05:41 PM,05 PM,779.06,2004,Queens County,360810779062004,77906,Census Tract 779.06,2004,Block 2004
QL20000692,40.78516,-73.78459,11360,P,01/20/2020,05:44 PM,05 PM,997.05,1010,Queens County,360810997051010,99705,Census Tract 997.05,1010,Block 1010
WL20000830,40.94718,-73.86227,10701,M,01/20/2020,10:57 AM,10 AM,17,2015,Westchester County,361190017002015,1700,Census Tract 17,2015,Block 2015
XL20000977,40.84665,-73.78546,10464,P,01/20/2020,09:07 AM,09 AM,516,3007,Bronx County,360050516003007,51600,Census Tract 516,3007,Block 3007
XL20000985,40.84399,-73.78771,10464,P,01/20/2020,12:05 PM,12 PM,516,4001,Bronx County,360050516004001,51600,Census Tract 516,4001,Block 4001
ML20001007,40.75231,-73.97407,10017,P,01/20/2020,09:30 AM,09 AM,92,1015,New York County,360610092001015,9200,Census Tract 92,1015,Block 1015
ML20001013,40.77522,-73.98039,10023,P,01/20/2020,11:37 AM,11 AM,153,6000,New York County,360610153006000,15300,Census Tract 153,6000,Block 6000
QL20000671,40.72947,-73.82538,11367,P,01/20/2020,12:35 PM,12 PM,779.02,5000,Queens County,360810779025000,77902,Census Tract 779.02,5000,Block 5000
ML20001063,40.81317,-73.93735,10037,P,01/21/2020,09:15 AM,09 AM,212,2001,New York County,360610212002001,21200,Census Tract 212,2001,Block 2001
